hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,provider_name,google_name,city,type,group_name,tel_no,area,location
M1736,✔,✔,✖,✖,✖,✖,✖,GERMAN NEUROSCIENCE CENTER FZC LLC- DUBAI BRANCH (BUSINESS BAY),German Neuroscience Center (Business Bay),DUBAI,MEDICAL CENTER,-,+971 (0)4 4298 578,Business Bay,"Bay View Tower, 17th Floor, Units 1701-1707, Marasi Drive, Business Bay Dubai UAE"
M2161,✔,✔,✔,✔,✔,✔,✔,Sharmin Akter Medical  Center - L.L.C,Sharmin Akter Medical Center L.L.C,ABU DHABI,MEDICAL CENTER,-,02-5828077,Mafraq  Worker City 2,"20,21 Parco Mall, Mafraq  Worker City 2, Abu Dhabi,  UAE"
PDXB2803,✔,✔,✔,✔,✔,✔,✔,Sharmin Akter Pharmacy - L.L.C,Sharmin Akter Pharmacy,ABU DHABI,PHARMACY,-,02-5828077; 0509289470,Mafraq  Worker City 2,"20,21 Parco Mall, Mafraq  Worker City 2, Abu Dhabi,  UAE"
M582,✔,✔,✔,✔,✔,✔,✔,AL AMAL MEDICAL CENTRE LLC,Al Amal Medical Center | مركز الأمل الطبي,SHARJAH,MEDICAL CENTER,-,065258927; 0585073355,Al Tawooun,"Sharjah Al Ittihad Road, Al Helal  Building, 2nd FLOOR, Al Khan, Al Tawooun  Area, Sharjah, UAE"
M1563,✔,✔,✔,✔,✔,✔,✔,AL HEMAYA GENERAL CLINIC LLC (JURF) - AJMAN,Al Hemaya General Clinic Llc,AJMAN,MEDICAL CENTER,-,065229703; 0585947261,AL JURF 1,"NEAR LULU EXCHANGE, AL JURF 1, AJMAN"
PDXB2804,✔,✔,✔,✔,✔,✔,✔,ABSOLUTE WELLNESS MEDICAL  CENTRE PHARMACY,Absolute Wellness Medical Center Dubai(Pharmacy),DUBAI,PHARMACY,-,04-8863521; 0507212363,AL QUOZ IND 3,"Office#101, Salam Ebrahim  Building, Behind Al Khail Mall,  Al Quoz-3, Dubai"
M2162,✔,✔,✔,✔,✔,✔,✔,SMART MEDICAL CENTRE L.L.C,"Smart Medical Centre, Al Rawda3, Ajman",AJMAN,MEDICAL CENTER,-,065615900; 05630033,Al Rawda 3,"Al Rawda 3 – Ajman, UAE"
PAJ2805,✔,✔,✔,✔,✔,✔,✔,SMART PHARMACY L.L.C,Smart Pharmacy L.L.C,AJMAN,PHARMACY,-,065615900; 0501330690,Al Rawda 3,"Al Rawda 3 – Ajman, UAE"
PDXB2806,✔,✔,✔,✔,✔,✔,✔,JANAH PHARMACY FZ LLC,Medon Pharmacy - Janah Jaddaf Fz,DUBAI,PHARMACY,MEDON PHARMACY GROUP,(04)5700331: 0506315430,AL JADAF,"SHOP-2, AL WALEED GARDEN 2, AL JADDAF, DUBAI"
PDXB2807,✔,✔,✔,✔,✔,✔,✔,ADAMS PHARMACY L.L.C (BRANCH),"Medon Pharmacy - Adams, Al Qusais",DUBAI,PHARMACY,MEDON PHARMACY GROUP,(04)2948086; 0507607488,AL QUSAIS,"SHOP-1, 21 42ND ST, AL QUSAIS, AL TWAR FOURTH, DUBAI"
PDXB2808,✔,✔,✔,✔,✔,✔,✔,ADAMS PHARMACY L.L.C,"Medon Pharmacy - Adams, Al Warqa 1",DUBAI,PHARMACY,MEDON PHARMACY GROUP,(04)2888411,AL WARQA,"SHOP-1, MAKEEN BUILDING, AL WARQA, DUBAI"
PSHJ2817,✔,✔,✔,✔,✔,✔,✔,DAOUD PHARMACY L.L.C.SP,Daoud Pharmacy - صيدلية داود,SHARJAH,PHARMACY,-,067152475; 0564259628,Al Nahda sharjah,"Shop 2, sahara 6 tower al nahda Sharjah, UAE"
PDXB2809,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 172 (BR OF LIFE PHARMACY L.L.C),"Life Pharmacy Llc 172 (Solaire 17 Bldg, Satwa)",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Satwa,"SHOP NO 02-SOLAIRE 17 BUILDING, JUMEIRAH GARDEN, SATWA, DUBAI, UAE"
PDXB2810,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 170 (BR OF LIFE PHARMACY L.L.C),"Life Pharmacy Llc 170 (Al Sayya Residence, Arjan)",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Arjan,"Shop No: 03, Plot No:369 dm no: 6734111 , Al Sayyah Residence B , Arjan , Dubai,UAE"
PDXB2811,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 174 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy Br 174 - Sport Society,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Mirdif,"Plot 149-0, Unit No: GF-B-111 ,Ground Floor, Sport Society, Mirdif Dubai, UAE"
PDXB2813,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 181 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy Llc 181 (Amalfi Building - Al Jaddaf),DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL Jeddaf,"Shop No 01 , Amalfi  Building , Al Jaddaf  Area - Dubai,UAE"
PSHJ2814,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 34,Life Pharmacy Llc - Shj Br - Branch 34,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL Buhaira Corniche,"Shop No 1,Al Owais Tower,Al Buhaira Corniche, Sharjah,UAE"
PSHJ2815,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 38,Life Pharmacy - Shj Br 38,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Majaz 3,"Plot No: 644, Shop No: 02, Business Link Building, Al Majaz 3, Sharjah,UAE"
PSHJ2816,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 37,Life Pharmacy Shj.Br - Br37 (Rahmaniyah),SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Rahmaniyah,"Shop No: 5 & 6, Plot No: 1800, G+M Building, Rahmaniyah, Sharjah"
PDXB2818,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 171 (Br Of Aster Pharmacies Group L.L.C),Aster Pharmacy 171,Dubai,PHARMACY,DM HEALTHCARE LLC,04-2516452,Dubai Investment Park First (DIP 1),"Shop No B6, RDK 1190 Building B, Green Community Village, Dubai Investment Park First, Dubai"
PDXB2819,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 177 (Br Of Aster Pharmacies Group L.L.C),Aster Pharmacy - Sky Court (177),Dubai,PHARMACY,DM HEALTHCARE LLC,04-2575216,Wadi Al Safa- 5,"Shop 6&7, Raja Building, Opposite Skycourt Tower B, Wadi Al Safa- 5, Dubai Land Residence Complex, Dubai Land, Dubai"
PDXB2820,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 195 (Br Of Aster Pharmacies Group L.L.C),"Aster Pharmacy - Pink Building 7, The Gardens (195)",Dubai,PHARMACY,DM HEALTHCARE LLC,04-5725507,Jebel Ali Village,"Shop No. 3, Pink Building 7,  Jebel Ali Village, Ibn Battuta Street, The Gardens, Dubai"
PDXB2821,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 194 (Br Of Aster Pharmacies Group L.L.C),Aster Pharmacy - Sobha Hartland (194),Dubai,PHARMACY,DM HEALTHCARE LLC,04-5750742,Nad Al Sheba 1,"Shop no 2, Creek Vistas tower B, Shoba Hartland, Al Merkadh, Nad Al Sheba 1, Dubai"
PSHJ2822,✔,✔,✔,✔,✔,✔,✔,RUKN AL MAJAZ PHARMACY L.L.C,Rukn Al Majaz Pharmacy Llc,SHARJAH,PHARMACY,-,067021793;  971 521646441,Al Majaz -1,"AL FARIS TOWER, Building No. 1, Khalidiya Street,  Behind Damas Medical Center, Al Majaz -1, SHARJAH"
L157,✔,✔,✔,✔,✔,✔,✔,SANIMED INTERNATIONAL LAB AND MANGEMENT L.L.C - SHJ. BR,Sanimed International Lab,SHARJAH,DIAGNOSTIC CENTER,-,026349710; +971 50 543 7829,Al Qasimiya,"Office 507-506, Floor 5, Summer Office  Building, Al Qasr/Al Qasimiya, Sharjah"
M2095,✔,✔,✔,✔,✔,✔,✔,Life Pharmacy and Express Clinic FZ LLC,Life Pharmacy - Dhcc,DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,DHCC,"RETAIL SHOP G01,AL RAZI BUILDING NO 59, DHCC,DUBAI,UAE"
PFUJ2604,✔,✔,✔,✔,✔,✔,✔,Life Pharmacy LLC Fujairah Branch 4,Life Pharmacy Fuj Br.4,FUJAIRAH,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,FUJAIRAH,"SHOP G2,MADHAB BLOCK,GREEN HOUSE TRADING,SAJITHA HYPERMARKET ,FUJAIRAH,UAE"
PDXB1821,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy LLC - Branch 10,Health First Pharmacy Br.10-My Health Pharmacy,ABU DHABI,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),02-5667282,Bin Hamoda Mosque,"Al Muwaili ST, Behind Bin Hamoda Mosque, Abu Dhabi"
PDXB1825,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy 53,Health First Pharmacy 53,RAK,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),07-2435406,umm Al Quwain,"Marjan Island Blvd towards umm Al Quwain,Ras Al Khaimah"
PDXB2543,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy 55,Health First Pharmacy 55 - Dhcc,DUBAI,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),04-5776210,Dubai HealthCare City,"Dubai HealthCare City, Dubai, U.A.E"
PDXB2495,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy - Branch 7,Health First Pharmacy Br. 7 - Matajer Al Khan,SHARJAH,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),06-5285143,Matajer Mall,"Opposite Carrefour,Matajer Mall,Al Khan,Sharjah"
PDXB2529,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy 57,Health Fisrt Pharmacy 57,DUBAI,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),04-5468891,"Al Mamsha Road,Marina","Al Mamsha Road,Marina,Dubai"
PDXB2180,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy 62,Health First Pharmacy 62,UAQ,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),06-5365107,"Umm Al Quwain Union Coop, Al Salamah, Umm Al Quwain","Umm Al Quwain Union Coop, Al Salamah, Umm Al Quwain"
PDXB2836,✔,✔,✔,✔,✔,✔,✖,HEALTH FIRST PHARMACY 64,Health First Pharmacy 64,DUBAI,PHARMACY,HEALTH FIRST INVESTMENT LLC (EX. JDS-PLANET),04-3805045,"Garhoud, Dubai, U.A.E","Garhoud, Dubai, U.A.E"
M1455,✔,✔,✔,✔,✔,✔,✔,Ferdows Medical Center L.L.C,Ferdows Medical Center | Dental | Skin Care | Laser | Gp & Medical Lab Services Dubai,DUBAI,MEDICAL CENTER,-,04-3213330; 971507973064,Port Saeed - Deira,"Opposite Deira City Center, Deira, Port Saeed, Dubai"
M2109,✔,✔,✔,✔,✔,✔,✔,SUHA MEDICAL CENTER LLC FUJAIRAH BRANCH 1,Suha Medical Center Branch 1-Al Hayl,FUJAIRAH,MEDICAL CENTER,SUHA GROUP,0097192292466,Al Hayl,"61, Ali Musabah Ali Muhanna Alkaabi, Mohammed Bin Zayed City, Al Hayl, Fujairah, UAE,"
PFUJ2652,✔,✔,✔,✔,✔,✔,✔,SUHA PHARMACY LLC FUJAIRAH BRANCH 1,Suha Medical Center Branch 1-Al Hayl(Pharmacy),FUJAIRAH,PHARMACY,SUHA GROUP,09-2448009,Al Hayl,"61, Ali Musabah Ali Muhanna Alkaabi, Mohammed Bin Zayed City, Al Hayl, Fujairah, UAE,"
M1490,✔,✔,✔,✔,✔,✔,✔,M26 MEDICAL CENTER,M26 Medical Center,ABU DHABI,MEDICAL CENTER,-,02-8867789; 0502476349,Musaffah M-26,"Plot No: 94, Musaffah M-26 near Gujrat Restaurant Musaffah, ABU DHABI"
PDXB1945,✔,✔,✔,✔,✔,✔,✔,M26 PHARMACY,M26 Medical Center(Pharmacy),ABU DHABI,PHARMACY,-,02-8867789; 0502476349,Musaffah M-26,"Plot No: 94, Musaffah M-26 near Gujrat Restaurant Musaffah, ABU DHABI"
M2155,✔,✔,✔,✔,✔,✔,✔,CARE AND CURE MEDICAL AND DENTAL CENTER LLC,Care And Cure Medical And Dental Center,RAK,MEDICAL CENTER,-,07-2260127; 050 5313743,Al Mamoruah,"Shop no 1-2, Jasim Mansoor Building, Al Mamoruah Street, Al Mamoruah, Ras Al  Khaimah"
PRAK2794,✔,✔,✔,✔,✔,✔,✔,CARE AND CURE PHARMACY LLC,Care And Cure Medical And Dental Center(Pharmacy),RAK,PHARMACY,-,0505313342; 0505313342,Al Mamoruah,"Al Mamoruah Street, Al Mamoruah, Ras Al Khaimah, UAE"
PFUJ2824,✔,✔,✔,✔,✔,✔,✔,MERASHID PHARMACY LLC - SPC,Merashid Pharmacy,FUJAIRAH,PHARMACY,-,0542216909,Murashed,"Hamad Bin Abdulla Road, Burshod  Buiidling, Murashed, Fujirah, UAE"
M2164,✔,✔,✖,✖,✖,✖,✖,ENT Clinic of Excellence FZ-LLC,Ent Clinic Of Excellence,DUBAI,MEDICAL CENTER,-,971502480249,Dubai Healthcare City,"Building 64 - Block A 2nd floor - 2004 - Umm Hurair 2 - Dubai Healthcare City – Dubai, UAE"
PDXB2181,✔,✔,✔,✔,✔,✔,✔,BANGLADESH PHARMACY LLC,Bangladesh Pharmacy Llc.,AL AIN,PHARMACY,-,03-7325625 ; 050-5356340,Central District  - AL AIN,"Al Ain, Central District - Hai  Al Murabbaa, Al Ain, Abu Dhabi, UAE"
PAL2825,✔,✔,✔,✔,✔,✔,✔,AHLAN PHARMACY - SOLE PROPRIETORSHIP L.L.C.,Ahlan Pharmacy,AL AIN,PHARMACY,AL JIMI MEDICAL POLYCLINIC GROUP,037344220; 0505431950,AI Jimi District,"AI Jimi District, Opp to Jimi Carrefour, Al Ain"
PDXB2828,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 168 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 168 (Br Of Life Pharmacy L.L.C),DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Jaddaf,"SHOP NO 4, AL MEIRA BUILDING, AL JADDAF, DUBAI, UAE"
PDXB2829,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 179 (BR OF LIFE PHARMACY L.L.C),"Life Pharmacy 179 (Zabeel 2, Downtown Views 2)",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Down town,"UNIT NO ZDV11,GROUND FLOOR,ZABEEL 2,DOWNTOWN VIEWS 2,DUBAI, UAE"
PSHJ2830,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 36,Life Pharmacy Llc - Shj. Br. 36,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Majaz,"142 Showroom - Shop No.3, Ahmad Bin Majid Street- Al Majaz, Sharjah,UAE"
PDXB2831,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 183 (BR OF LIFE PHARMACY L.L.C),"Life Pharmacy Llc 183 (Ghala Garden, Arjan)",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Arjan,"SHOP NO 6, AL BARSHA SOUTH THIRD, GHALA GARDEN ARJAN, DUBAI, UAE"
PDXB2832,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 173 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 173 (Time Square Center),DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Quoz,"Unit G14 - Ground Floor, Time Square Center Sheikh Zayed rd, Al Quoz , Dubai,UAE"
PAJ2833,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - Branch 40,Life Pharmacy Br. 40 (The Village Ajman),AJMAN,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Safia,"Shop 06, The Village, Safia, Plot 0001, City Center, Ajman"
PAJ2834,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - Branch 43,Life Pharmacy 43 Br (Ajman Corniche Residences),AJMAN,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Rumaila,"PLOT NO: 0268, SHOP NO: 25, AJMAN CORNICHE RESIDENCES, RUMAILA 2, AJMAN,UAE"
M1766,✔,✔,✔,✔,✔,✔,✔,VPM INTERNATIONAL HEALTH CARE - L.L.C,Ryan International Clinics,AJMAN,MEDICAL CENTER,-,067427427; +971559671788,Sheikh Khalifa Bin Zayed St,Emirates NBD Building- Gulfa Bridge - Sheikh Khalifa Bin Zayed St - Ajman
M2166,✔,✔,✔,✔,✔,✔,✔,RASLAN MEDICAL CENTRE L.L.C.SP,Raslan Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5445534; 05-8142880,Majaz- 2,"Arwani Tower, Jamal Abdul Naser  Street, Majaz- 2, Sharjah, UAE"
M2167,✔,✔,✔,✖,✖,✖,✖,MEDCARE MEDICAL CENTER PALM JUMEIRAH (BR OF MEDCARE HOSPITAL (L.L.C)),Medcare Medical Centre - Palm Jumeirah,DUBAI,MEDICAL CENTER,MEDCARE GROUP,971503190338,Palm Jumeirah,"Palm - Jumeira, Seven Hotel & Apartments, the palm - A, Retail 1 and 3"
M2168,✔,✔,✔,✖,✖,✖,✖,MEDCARE MEDICAL CENTRE VENTURA MALL (BR OF MEDCARE HOSPITAL (L.L.C)),Medcare Medical Centre – Damac Hills,DUBAI,MEDICAL CENTER,MEDCARE GROUP,04-4079100,Damac Hills,Al Hebiah Third Ventura at - DAMAC Hills - Dubai
M2169,✔,✔,✔,✖,✖,✖,✖,MEDCARE MEDICAL CENTER TILAL AL GHAF (BR OF MEDCARE HOSPITAL (L.L.C)),Medcare Medical Centre Tilal Al Ghaf,DUBAI,MEDICAL CENTER,MEDCARE GROUP,04 5549209,Tilal Al Ghaf,Tilal Al Ghaf Mall - next to Carrefour Market Distrikt - Tilal Al Ghaf - Dubai
M2170,✔,✔,✔,✖,✖,✖,✖,MEDCARE MEDICAL CENTRE ARABIAN RANCHES 3 BRANCH OF MEDCARE HOSPITAL LLC,Medcare Medical Centre – Arabian Ranches 3,DUBAI,MEDICAL CENTER,MEDCARE GROUP,971501325329,Arabian Ranches,"UAE, Dubai, Arabian Ranches 3, Souk , MAKANI 3092973721"
H191,✔,✔,✖,✖,✖,✖,✖,ABDULLAH BIN OMRAN HOSPITAL,Abdullah Bin Omran Hospital For Obstetric And Gynecology - مستشفى عبدالله بن عمران للنساء والولادة,RAK,HOSPITAL,EMIRATES HEALTH SERVICES (EHS),07 207 3340,AIRPORT ROAD,Airport Rd - Ras al Khaimah
H216,✔,✔,✖,✖,✖,✖,✖,SHAAM HOSPITAL,Shaam Hospital - مستشفى شعم,RAK,HOSPITAL,EMIRATES HEALTH SERVICES (EHS),07 2666465,"OMAN ROAD, AL NAKHEEL","OMAN ROAD, AL NAKHEEL, RAK"
H138,✔,✔,✖,✖,✖,✖,✖,FUJAIRAH HOSPITAL,Fujairah Hospital - مستشفى الفجيرة,FUJAIRAH,HOSPITAL,EMIRATES HEALTH SERVICES (EHS),09 2242999,ANAJAIMAT ROAD,"ANAJAIMAT ROAD, ANAJAIMAT,, OPPOSITE TOYOTA SHOWROOM"
PDXB2837,✔,✔,✔,✔,✔,✔,✔,INSTACARE PHARMACY L.L.C,Instacare Pharmacy,DUBAI,PHARMACY,-,04 220 2446,HOR AL ANZ,"BUHALEEBA BUILDING, 38A STREET, NEAR EMIRATES POST OPP. NAYAAB HYDRABAD RESTURANT. HOR AL ANZ, DUBAI"
M2171,✔,✔,✔,✔,✔,✔,✔,Peshawar Medical Center LLC (International City),Peshawar Medical Center,DUBAI,MEDICAL CENTER,-,+971 52 424 4416,International City,"International City, England Cluster  Building Z05, Warsan First, Dubai, UAE"
PDXB2838,✔,✔,✔,✔,✔,✔,✔,NEXA PHARMACY L.L.C,Nexa Pharmacy صيدلية نيكسا,DUBAI,PHARMACY,-,+971 52 424 4416,International City,"International City, England Cluster  Building Z05, Warsan First, Dubai, UAE"
M2172,✔,✔,✔,✔,✔,✖,✖,ECLIPSE CLINIC L.L.C,Eclipse Clinic | Aesthetics | Wellness | Psychology | Obstetrics & Gynecology | General Medicine,DUBAI,MEDICAL CENTER,-,058 840 6268,Satwa,"Ground Floor, The Flagship2, jumeirah Garden City, Satwa, Dubai, UAE"
PDXB2839,✔,✔,✔,✔,✔,✖,✖,ECLIPSE PHARMACY L.L.C,Eclipse Pharmacy,DUBAI,PHARMACY,-,058 840 6268,Satwa,"Ground Floor, The Flagship 2, Jumeirah Garden City, Satwa, Dubai"
L127,✔,✔,✔,✔,✔,✔,✔,DAR AL HIKMAH MEDICAL LAB,Dar Al Hikmah Medical Laboratory (Dhml)مختبر دار الحكمة الطبي- الفرع الرئيسي المجاز 1,SHARJAH,DIAGNOSTIC CENTER,-,06-5519916,"AL BUHAIRA  CORNICHE,","FLAT 201 & 203, AL  NAKHEEL TOWER,  NEXT TO BURGER  KING, AL BUHAIRA  CORNICHE,"
M1579,✔,✔,✔,✔,✔,✔,✔,AL SANABIL MEDICAL CENTER L.L.C,Al Sanabel Medical Center - مركز السنابل الطبي,SHARJAH,MEDICAL CENTER,-,06 532 7881; 0567596699,Buhaira corniche,"Corniche Street, Sharjah In Golden  Tower Building, 6th Floor, Sharjah, UAE"
M2173,✔,✔,✔,✔,✔,✔,✔,Regional Medical And Dental Center LLC,Regional Medical And Dental Center,RAK,MEDICAL CENTER,-,07-2211999; 0507626182,AI jazeera AI Hamra,"Ground Floor, Leptis Hyper Market, AI jazeera AI Hamra - Ras AI Khaimah, UAE"
M2174,✔,✔,✖,✖,✖,✖,✖,KINGS COLLEGE HOSPITAL LONDON MEDICAL CENTRE (BR OF KCH HEALTHCARE L.L.C) (MUDON),King’S Mudon Medical Centre,DUBAI,MEDICAL CENTER,KCH Healthcare LLC,04-5199770,Mudon,"Mudon Community center - First floor - Mudon, Dubai"
M2175,✔,✔,✔,✔,✔,✔,✔,Zain Care Medical And Dental  Center LLC OPC,Zaincare Medical And Dental Center,RAK,MEDICAL CENTER,-,072433696; 0588522060,Al Nakheel,"Near Al Jisr Electronics, Al Nakheel, Ras Al Khaimah"
M2176,✔,✔,✔,✔,✔,✔,✔,NAFEESA MEDICAL CENTER L.L.C,Nafeesa Medical Center Abushagara,SHARJAH,MEDICAL CENTER,-,067152940; 0585802940,Abu-shagara,"Flat No 104, First Floor, AI Thuraya Tower, Abu-shagara, Sharjah. UAE"
M1502,✔,✔,✖,✖,✖,✖,✖,GLUCARE INTEGRATED DIABETES CENTER LLC,Glucare.Health,DUBAI,MEDICAL CENTER,GLUCARE INTEGRATED DIABETES CENTER,04 220 1570; +971 50 554 3456,Jumeirah 1,"268 AI Wasl Street, jumeirah 1, Dubai, UAE"
PDXB2041,✔,✔,✖,✖,✖,✖,✖,GLUCARE INTEGRATED DIABETES CENTER LLC (PHARMACY),Glucare.Health(Pharmacy),DUBAI,PHARMACY,GLUCARE INTEGRATED DIABETES CENTER,04 220 1570,Jumeirah 1,"268 AI Wasl Street, jumeirah 1, Dubai, UAE"
M2177,✔,✔,✖,✖,✖,✖,✖,FAKEEH MEDICENTRES POLYCLINIC L.L.C (BRANCH) DAFZA,Fakeeh Smart Clinic - Dafza,DUBAI,MEDICAL CENTER,FAKEEH MEDICENTRES POLYCLINIC GROUP,04 414 4444; 0582977532,DAFZA,"AL TWAR SECOND-DUBAI AIRPORT  FREE ZONE 2 W G, DUBAI"
M1986,✔,✔,✔,✔,✔,✔,✔,RELAX HEALTH INTERNATIONAL MEDICAL CENTER,Relax Health Medical Center,ABU DHABI,MEDICAL CENTER,-,028860088; 0501840159,Madinat Zyed,"Zayed City, West 3, Al basil st., Villa no.53, Tarrif - Liwa - Tarif Rd, Madinat Zayed, Abu Dhabi."
PDXB2840,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group LLC (DMCC Branch) (MEDORE Residential Tower),Aster Pharmacy - Medore Residential Tower,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5917109,Al Thanyah Fifth,"Shop No-5, Ground Floor, ME DO RE Residential Tower, Cluster L, Jumeirah Lakes Towers, Al Thanyah Fifth, Dubai"
PDXB2841,✔,✔,✔,✔,✔,✔,✔,Medcare Medical Centre Arabian Ranches 3 Pharmacy Br Of Medcare Hospital LLC,"Aster Pharmacy - Medcare, Arabian Ranches 3",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2578939,Wadi Al Safa 5,"AR3 GF37, Arabian Ranches 3 Souk, Near Silicon Central, Sheikh Zayed Bin Hamdan Al Nahyan Street, Wadi Al Safa 5, Dubai"
PDXB2842,✔,✔,✔,✔,✔,✔,✔,Medcare Medical Centre The Valley Pharmacy Br Of Medcare Hospital L.L.C,Aster Pharmacy - The Valley By Emaar,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3291310,Al Yufrah 1,"Shop No. 11 & 12, The Valley Pavilion, Al Ain Road, Al Yufrah 1, Dubai"
PSHJ2843,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 25,Life Pharmacy L.L.C - Shj. Br - Branch 25,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL WAHDA,"UNIT NO B05-A, GROUND FLOOR, SHARJAH CITY CENTRE, UAE"
PDXB2844,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 188 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 188,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL BARSHA 1,"SHOP NO: 03-  SEYCHELLES BUILDING ,AL BARSHA 1 ,DUBAI ,UAE"
PDXB2845,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 180 (Br of LIFE PHARMACY L.L.C),Life Pharmacy 180 (Al Diyafa Centre),DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL BADAA,"SHOP NO 17,AL DIYAFA CENTRE,AL BADAA DUBAI,UAE"
PSHJ2846,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 17,"Life Pharmacy Llc, Shj. Br - Branch 17",SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Majaz 2,"Shop No:3, Al Alia Building B, Al Majaz 2, Sharjah, UAE"
PDXB2847,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 185 (BR OF LIFE PHARMACY L.L.C),"Life Pharmacy 185 (Cityland Mall, Dubai)",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,WADI AL SAFA 4,"SHOP NO:207,WADI AL SAFA 4,CITYLAND MALL,DUBAI,UAE"
PDXB2848,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - Branch 47,Life Pharmacy L.L.C - Branch 47,AJMAN,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Jerf 2,"Safeer Hypermarket, Sheikh Maktoum Bin Rashid St - Al Jerf 2 - Ajman"
