hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,essential_dental,provider_name,google_name,city,type,group_name,tel_no,area,location
M1120,✔,✔,✔,✔,✔,✔,✖,✖,SAIFZONE MEDICAL CENTRE (FZC),Saif Zone Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5578471,SAIFZONE,"CLINICF2-42A, SAIFZONE, SHARJAH"
M146,✔,✔,✔,✔,✖,✖,✖,✖,SHARJAH INTERNATIONAL HOLISTIC HEALTH CENTRE,Sharjah International Holistic Health Centre Llc,SHARJAH,MEDICAL CENTER,-,06-5720088,KING ABDEL AZIZ STREET,"King Abdel Aziz St., Opp. Citibank, P.O. Box: 67504"
M700,✔,✔,✔,✔,✔,✔,✖,✖,SIYAD SPECIALIST MEDICAL CENTRE,Siyad Specialist Medical Centre,SHARJAH,MEDICAL CENTER,-,06 5358305,MUWEILAH,"202-203,Siyad Medical Bldg.,Near National Paints,Maliha Road,Sharjah"
M864,✔,✔,✔,✔,✔,✔,✖,✖,STARCARE MEDICAL CENTER L.L.C,"Metro Starcare Medical Centre - Sharjah, Uae",SHARJAH,MEDICAL CENTER,-,06- 5611099,ROLLA,"FIRST FLOOR, MALABAR PLAZA,AL GHUWAIR, 8TH STREET, ROLLA, SHARJAH, P.O.BOX: 25568"
M678,✔,✔,✔,✔,✔,✖,✖,✖,SUNNY HALWAN SPECIALITY MEDICAL CENTRE LLC,"Nmc Royal Medical Centre, Samnan",SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06 5061666,Shahba,"Opposite Al Qasmia Hospital ,Wasit street shahba ,sharjah UAE06 5221569"
M677,✔,✔,✔,✔,✔,✖,✖,✖,SUNNY MAYSLOON SPECIALITY MEDICAL CENTRE LLC,Nmc Pharmacy Maysaloon,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5014777,MAYSLOON,"Near Lulu Hypermarket , Maysaloon ,Kuwait strt, Sharjah"
M679,✔,✔,✔,✔,✔,✖,✖,✖,SUNNY SHARQAN MEDICAL  CENTRE LLC,Nmc Pharmacy Sharqan,SHARJAH,MEDICAL CENTER,NMC HEALTHCARE,06-5667996,SHARQAN,"AL SHARQAN- EXTENSION, AL AROUBA STREET"
B136,✔,✔,✔,✔,✖,✖,✖,✖,UNICARE MEDICAL CENTRE LLC,Unicare Medical Center,SHARJAH,MEDICAL CENTER,ANGLO ARABIAN HEALTHCARE,06-5630313,Sajja,"Abdel Rahman Sultan Ali Bin Hadda Al Suwaidi Building, Office No- 3 & 4, ground Floor, 4th industrial Area street, Near Sharjah Cement Factory, Sajja- Sharjah"
M883,✔,✔,✔,✔,✔,✔,✖,✖,YAS MEDICAL CENTER LLC,Yas Medical Centre Llc,SHARJAH,MEDICAL CENTER,-,06-5361258,SAJAA,"SAJAA, SHARJAH, P.O. Box:31223"
OTH256,✔,✔,✔,✔,✔,✖,✖,✖,ESTHETIX DENTAL CENTER,Esthetix Dental Center,DUBAI,MEDICAL CENTER,-,04-5294421,AL BARSHA-1,"Office# 305, 3rd floor, Dusseldorf Business point building, Behind mall of the emirates, Al barsha-1, Dubai"
OTH257,✔,✔,✖,✖,✖,✖,✖,✖,PURE WHITE MEDICAL CENTER L.L.C,Pure White - Best Medical Center In Mirdif,DUBAI,MEDICAL CENTER,-,04-8240512,MIRDIFF,"ALGERIA ST., THE HUB BLDG., MIRDIFF, DUBAI"
M1306,✔,✔,✔,✔,✔,✖,✖,✖,"AXON MEDICA POLYCLINIC, BR. AXON MEDICA INVESTMENT MANAGEMENT L.L.C",Axon Medica Polyclinic,DUBAI,MEDICAL CENTER,AXON MEDICA INVESTMENT MANAGEMENT L.L.C,04-2859880,Rashidiya,"Union Co-operative Building, Rashidiya Central Market - 33 A St - next to Rashidiya Police Station"
M1307,✔,✔,✔,✔,✔,✖,✖,✖,AXON MEDICA POLYCLINIC,Axon Clinic And Pharmacy,DUBAI,MEDICAL CENTER,AXON MEDICA INVESTMENT MANAGEMENT L.L.C,04-3484992,Dubai Silicon Oasis,"Lynx Tower, GF, Nad Hessa Street"
M1320,✔,✔,✔,✔,✔,✖,✖,✖,NEW CITY CLINIC LLC,Apollo Clinic,DUBAI,MEDICAL CENTER,-,0504255901,45047,"GROUND FLOOR, AL ARTI PLAZA, NEAR FIRE STATION, ZABEEL ST"
OTH263,✔,✔,✔,✔,✔,✖,✖,✖,HEALTHY SMILE ORTHODONTIC AND DENTAL CLINIC,Healthy Smile Dental & Orthodontic Clinic,DUBAI,MEDICAL CENTER,-,04-3959300,DUBAI SILICON OASIS,BINGHATTI STARS BUILDING – GROUND FLOOR – SHOP NO.4 – OPPOSITE TO LULU HYPERMARKET
OTH276,✔,✔,✔,✔,✔,✖,✖,✖,SEJOVI DENTAL & IMPLANT CENTER DMCC,Sejovi Dental & Implant Center,DUBAI,MEDICAL CENTER,-,04-5689285,JUMEIRAH LAKE TOWERS,"2201, 22ND FLOOR, ONE LAKE PLAZA, CLUSTER T"
M1334,✔,✔,✔,✔,✔,✖,✖,✖,ARABIAN MEDICAL CENTRE,Arabian Medical Centre Llc,AJMAN,MEDICAL CENTER,-,06 747 5522,RUMELAH,Rumelah - Shaikh Rashid bin Humaid streeT
M1332,✔,✔,✔,✔,✔,✖,✖,✖,AL AFDAL MEDICAL CENTER L.L.C,Al Afdal Medical Center,ABU DHABI,MEDICAL CENTER,AL AFDAL PHARMACY GROUP,02-6355325,MINA STREET,"Office#M4, Building#982, Mina Street ABU DHABI -UAE"
OTH278,✔,✔,✔,✔,✔,✖,✖,✖,Revive Dental Clinic FZ-LLC,Revive Dental Clinic,DUBAI,MEDICAL CENTER,-,04-2764269,DUBAI HEALTHCARE CITY,"Ibn Sina Building #27, Block C, Office #303, Dubai Healthcare City"
OTH279,✔,✔,✔,✔,✔,✖,✖,✖,AL JAZEERA DENTAL CLINIC,Al Jazeerah Dental Clinic,SHARJAH,MEDICAL CENTER,-,06 5564477,AL KHAN STREET,"SHEIKH MOHAMMAD BUILDING, GROUND FLOOR, OPPOSITE ADNOC PETROL STATION, AL KHAN STREET,SHARJAH"
OTH280,✔,✔,✔,✔,✔,✖,✖,✖,DR JOY DENTAL CLINIC L.L.C (BRANCH),"Dr. Joy Dental Clinic, Mirdif (Sport Society) Dubai",DUBAI,MEDICAL CENTER,DR. JOY DENTAL CLINIC,04 607 2505,MIRDIF SPORTS SOCIETY MALL,"Unit- L2-A-305- Second Floor
Mirdif Sports Society Mall
Dubai"
OTH281,✔,✔,✔,✔,✔,✖,✖,✖,NOOR AL SAMA MEDICAL CENTER L.L.C (BRANCH),Noor Al Sama Medical Center Al Nahdabranch,DUBAI,MEDICAL CENTER,-,525352084,AL NAHDA,"MAI tower, 4th St - Al Qusais - Al Nahda 1 - Dubai"
OTH282,✔,✔,✔,✔,✔,✖,✖,✖,NOOR AL SAMA MEDICAL CENTER L.L.C,Noor Al Sama Medical Center Karama,DUBAI,MEDICAL CENTER,-,525352084,AL KARAMA,"M02, AL BLOUKI BUILDING, MEZZANINE FLOOR"
M1340,✔,✔,✔,✔,✔,✖,✖,✖,DR ABDUL LATIF CLINIC LLC,Dr. Abdul Latif Clinic Medical Centre And Pharmacy,DUBAI,MEDICAL CENTER,JANSONS MEDICAL GROUP,04 226 4999,Deira,"1st Floor, 191 Naser Abdulla Hussain Building, Near Al Sabkha Bus Station, Deira Dubai, UAE."
B018,✔,✔,✔,✔,✔,✖,✖,✖,LIVERPOOL MEDICAL CLINIC L.L.C,Liverpool Medical Clinic | Bur Dubai | Gynaecology| Paediatrics | General Medicine | Dental | Physiotherapy | Pathology,DUBAI,MEDICAL CENTER,-,04 3379541,BUR DUBAI,"Next to Palm Beach Hotel, Khalid Bin Walid, Road, Al Raffa , Bur Dubai"
M1345,✔,✔,✔,✔,✔,✖,✖,✖,WOW MEDICAL CENTER,Wow Medical Center,SHARJAH,MEDICAL CENTER,-,65727959,muwalieh,muwalieh commercial opposite al zahia city center Sharjah altunaiji building same domino’s pizza building 1st floor 101
OTH284,✔,✔,✔,✔,✔,✖,✖,✖,LEVANTINE DENTAL CLINIC L.L.C,Levantine Dental Clinic - Dentist In Dubai,DUBAI,MEDICAL CENTER,-,43385677,AL SAFA 1,Dubai-Al Safa 1 - 22A St- SMJ 1 Building - Office 106
M1348,✔,✔,✖,✖,✖,✖,✖,✖,SILK CLINICS FZ-LLC,Silk Clinics Dubai - Healthcare City - The Best Aesthetic Clinic In Dubai,DUBAI,MEDICAL CENTER,-,04-5792200,DHCC,"Building 24, Clinic 304, Dubai Healthcare City"
OTH262,✔,✔,✖,✖,✖,✖,✖,✖,DENTIST DIRECT DS CLINIC L.L.C,Dentist Direct Dubai,DUBAI,MEDICAL CENTER,-,04-4559398,BARSHA HEIGHTS,"GF, SHOP G 23 I-RISE TOWER, BARSHA HEIGHTS, DUBAI"
OTH285,✔,✔,✔,✔,✔,✖,✖,✖,LUZAN DENTAL CENTER LLC,Luzan Dental Center,DUBAI,MEDICAL CENTER,-,04-3311116,Al Wasl,"M06, Rawdet Al Wasl BLDG,Al Wasl, SH Zayed Road"
OTH287,✔,✔,✔,✔,✔,✖,✖,✖,DIGITAL IMPLANT CLINIC,Digital Implant Clinic,DUBAI,MEDICAL CENTER,-,04-2584309 / 050-6753166,Trade center 1,"Aspin Commercial Tower - 104 Sheikh Zayed Rd, Trade Centre 1, Dubai, UAE"
OTH667,✔,✔,✖,✖,✖,✖,✖,✖,Arwa & Ali Dental and Day Surgical Center,Arwa and Ali Dental and Day Surgical Center,DUBAI,HOSPITAL,-,04-3400430,UMM SUQUIEM 2,"Jumeirah Branch, Jumeirah Beach Road Umm Squiem 2, Dubai. UAE"
M1549,✔,✔,✔,✔,✔,✔,✔,✔,Oud Al Muteena Medical Center,Oud Almuteena Medical Center,DUBAI,MEDICAL CENTER,-,042852245,"Oud Al Muteena, DUBAI","EMIRATES COOP BUILDING, FIRST FLOOR, FLAT # 1, 2 & 3, OUD AL MUTEENA"
M1390,✔,✔,✔,✔,✔,✔,✔,✔,MEDCITY MEDICAL CENTER LLC,Medcity Medical Center Llc,RAK,MEDICAL CENTER,-,07-2364555,"KHUZAM, RAS AL KHAIMAH","STREET NO.3,BEHIND SAFEER MALL,KHUZAM,RAS AL KHAIMAH"
OTH580,✔,✔,✖,✖,✖,✖,✖,✖,Arwa Dental Clinic,Arwa Dental Clinic,DUBAI,MEDICAL CENTER,-,04-2992550,0,"Flat no 602-604, AL Wadha Building , Port Saeed, Deira , Dubai"
M2015,✔,✔,✔,✔,✔,✔,✔,✔,SAMEENA MEDICAL CENTRE LLC,Sameena Medical Center L.L.C,SHARJAH,MEDICAL CENTER,-,06-5559010,"CLOCK TOWER, SHARJAH","CLOCK TOWER, SHARJAH"
M2127,✔,✔,✔,✔,✔,✔,✔,✔,WELL CARE MEDICAL CENTER LLC,Manha Medical Center,SHARJAH,MEDICAL CENTER,-,065791444,MUWEILAH COMMERCIAL,"BUILDING#6, MUWEILAH COMMERCIAL, SHARJAH"
M1179,✔,✖,✖,✖,✖,✖,✖,✖,American Hospital Clinics Mira Br of American Hospital Dubai LLC,American Hospital Mira Clinic,DUBAI,MEDICAL CENTER,AMERICAN HOSPITAL,800-24392,MIRA,"P. O Box 5566, Mira Town Center, Ground Floor, Al Yalayis-1, Near to Mira Town House community"
M479,✔,✖,✖,✖,✖,✖,✖,✖,AMERICAN HOSPITAL CLINICS DUBAI MEDIA CITY,American Hospital Dubai Media City Clinic,DUBAI,MEDICAL CENTER,AMERICAN HOSPITAL,04-2741013,"BUSINESS CENTRAL TOWERS , AL SAFOUH FIRST","Business Central Towers,Al Sofouh , Dubai media city  ,Shaikh Zayed Road, P.O. Box 28835, Dubai"
M2079,✔,✖,✖,✖,✖,✖,✖,✖,AMERICAN HOSPITAL CLINICS NAD AL SHEBA BR OF AMERICAN HOSPITAL DUBAL LLC,American Hospital Nad Al Sheba Clinic,DUBAI,MEDICAL CENTER,AMERICAN HOSPITAL,04-3774010,NAD AL SHEBA,"AVENUE MALL, NAD AL SHEBA 1, DUBAI"
M2130,✔,✔,✔,✔,✔,✔,✔,✔,PALMA MEDICAL CENTER LLC,Palma Medical Center,AJMAN,MEDICAL CENTER,-,06-7015111,JURF 1,JURF 1 – ETTIHAD STREET E11 VILLA NO 7 – AJMAN UAE
M2131,✔,✔,✔,✔,✔,✔,✔,✔,GSM MEDICAL CENTRE LLC (BRANCH),Gsm Medical Center - Bur Dubai,DUBAI,MEDICAL CENTER,-,042349799,BUR DUBAI,"NML CREEK RESIDENCE, AL HAMRIYAH, BUR DUBAI"
M2132,✔,✔,✔,✔,✔,✔,✔,✔,NEW ROYAL MEDICAL AND DENTAL CENTER LLC,New Royal Medical And Dental Center L.L.C,RAK,MEDICAL CENTER,-,07 2212050,AL QAWASIM CORNICHE,"AL QAWASIM CORNICHE ROAD, 299 Corniche Al Qawasim St - Dafan Al Khor, RAS AL KHAIMAH"
M2138,✔,✔,✔,✔,✔,✔,✔,✔,PURE PATH MEDICAL CENTER L.L.C.SP,Pure Path Medical Center & Pharmacy,SHARJAH,MEDICAL CENTER,-,065221135,AL SAJJA,"CEMENT FACTORY ROAD, NEAR BIG BAZAR, AL SAJJA INDUSTRIAL AREA, SHARJAH"
M2136,✔,✔,✔,✔,✔,✖,✖,✖,LIFE CLINIC L.L.C - BRANCH 01 (AJMAN),Life Medical Centre - City Centre Ajman,AJMAN,MEDICAL CENTER,LIFE HEALTHCARE,04 5610000,CITY CENTRE AJMAN,"UNIT B59, GROUND FLOOR, AJMAN CITY CENTRE, AJMAN, UAE"
M2139,✔,✔,✔,✔,✔,✔,✖,✖,GOOD LIFE MEDICAL CENTER L.L.C,"Good Life Medical Center , Muhaisanah - 2",DUBAI,MEDICAL CENTER,-,971529788211,"Sonapur, Muhaisnah 2","Sonapur Building, 28TH street,  Muhaisnah Second, Muhaisnah, Dubai, U.A.E"
M2140,✔,✔,✔,✔,✔,✔,✖,✖,BLOOM PLUS POLY CLINIC L.L.C,Bloom Plus Poly Clinic,DUBAI,MEDICAL CENTER,-,04-5656070,International City,"France Cluster R -23, Shop No -20,22,24 International City, Dubai, UAE"
OTH497,✔,✔,✔,✔,✔,✔,✖,✖,ALIBTESAMA JATHABA MEDICAL CENTER,Ij Medical Center مركز الابتسامة الجذابة الطبي,SHARJAH,MEDICAL CENTER,-,065370008; 0523335809,Muweilah,"Shop 1 & 2, TARF-2 Building  Muweilah Commercial, Sharjah, United Arab Emirate"
H147,✔,✖,✖,✖,✖,✖,✖,✖,AL JALILA CHILDRENS SPECIALTY HOSPITAL FZ LLC,Al Jalila Children'S Specialty Hospital,DHCC,HOSPITAL,DHA,04-2811000,Al Jaddaf,"Al Jaddaf, P.O. Box:  7662, Dubai, UAE"
M2023,✔,✔,✔,✔,✔,✔,✖,✖,AL MARIFFA MEDICAL CENTER L.L.C (DUBAI),Al Mariffa Medical Centre,DUBAI,MEDICAL CENTER,-,+97142522133; +971502234598,DEIRA,"NEW PORT SAEED ROAD, AL SERKAL 2 BLDG, FLOOR 10, FLAT # 1006, AL MAKTOUM ROAD, DEIRA, DUBAI"
M1982,✔,✔,✔,✔,✔,✔,✖,✖,AL MARIFFA MEDICAL CENTRE (SHARJAH),Al Mariffa Medical Centre,SHARJAH,MEDICAL CENTER,-,065251061; 0526907259,Al Majaz 3,"Buhaira Corniche, Emirates Sail Tower - Flat 201 - Corniche St - Al Majaz 3 - Al Majaz - Sharjah"
M1588,✔,✔,✔,✖,✖,✖,✖,✖,CHARME DAY SURGERY CENTER L.L.C,Charme Day Surgery Center,DUBAI,HOSPITAL,-,43808889; 050 248 8958,Al Wasl ROAD,"AL MANARA  VILLA NO 1035 & Villa No 1039, AL WASL ROAD,OPPOSITE TO  UNION COOPERATIVE , DUBAI"
M2144,✔,✔,✔,✔,✔,✔,✔,✔,SHARE AND CARE MEDICAL CENTER L L C,Share And Care Medical Center,DUBAI,MEDICAL CENTER,-,042802088; 0501364635,Silicon Oasis,"E001, Basement 1, Silicon Central Mall, Nadd Hessa Street, Dubai Silicon Oasis, Dubai, UAE"
M2145,✔,✔,✔,✔,✔,✔,✔,✔,Care For You Medical Centre,Care For You Medical Center - Mall Of Umm Al Quwain,UAQ,MEDICAL CENTER,-,066787382; 0508379307,Al Maqta,"Mall Of Uaq, Ground Floor, Al Maqta,  Umm Al Quwain, UAE"
M247,✔,✔,✔,✔,✔,✔,✔,✔,CENTRAL CLINIC LLC,N/A,ABU DHABI,MEDICAL CENTER,-,02-6323497,HAMDAN,"1st Floor, Hallami Centre Bldg., Hamdan Street, P.O. Box: 7422"
M885,✔,✔,✔,✔,✔,✔,✔,✔,Al Amal Medical Center LLC,Al Amal Medical & Dental Center - مركز الامل الطبي و طب الاسنان,ABU DHABI,MEDICAL CENTER,-,00971 25832331,BANIYAS,33 RD STREET BANIYAS EAST 9 ABU DHABI UNITED ARAB EMIRATES -11173
M962,✔,✔,✔,✔,✔,✔,✔,✔,WAZIRUSTAN MEDICAL CENTRE L.L.C.,Wazirustan Medical Centre - L.L.C - O.P.C,ABU DHABI,MEDICAL CENTER,-,02-8741400,GHAYATHI,"NEAR ADCS,SECOND FLOOR OF ALSAFWAN SUPERMARKET, GHAYATHI,NEAR ADCB ,P.O. Box:12252, ABUDHABI"
M1336,✔,✔,✔,✔,✔,✔,✔,✔,DANA MEDICAL CENTER L.L.C,Dana Medical Center - مركز الدانة الطبي التخصصي,ABU DHABI,MEDICAL CENTER,HEALTHLINE MEDICAL GROUP,25668600,SHAKBOUT,P.O.Box # 74812 Shakbout city AbuDhabi
M040,✔,✔,✔,✔,✔,✔,✔,✔,HEALTHLINE MEDICAL CENTER L. L. C.,Healthline Medical Center,ABU DHABI,MEDICAL CENTER,HEALTHLINE MEDICAL GROUP,25668600,SHAMKA,P.O.Box # 74812  Al Riadh Al Shamkha South Abu Dhabi
M238,✔,✔,✔,✔,✔,✔,✔,✔,APOLLO MEDICAL CENTRE,Apollo Medical Centre Sole Proprietorship Llc,ABU DHABI,MEDICAL CENTER,APOLLO MEDICAL CENTRE GROUP,02-6397733,HAMDAN STREET,M Floor Royal Gift Collection Building - Hamdan Bin Mohammed St - Abu Dhabi
M082,✔,✔,✔,✔,✔,✔,✔,✔,EMIRATES CLINIC & MEDICAL SERVICES CENTER,Emirates Clinic & Medical Services Centre,AL AIN,MEDICAL CENTER,-,03-7644744,AL AIN MAIN ST.,"Central Markt Area, main Street, P.O. Box: 15950"
B156,✔,✔,✔,✔,✔,✔,✔,✔,AL FARABI MEDICAL CENTRE LLC,Al Farabi Medical Center - مركز الفارابي الطبي,AL AIN,MEDICAL CENTER,-,03-7515383,AL AIN MAIN ST.,"Omier Travels Bldg Flat 3 Main Street, P.O. Box: 17546"
M990,✔,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE MEDICAL CENTER LLC BRANCH-GRAND CITY MALL,Advanced Care Medical Center(Br.) Al Qouz 2,DUBAI,MEDICAL CENTER,ADVANCED CARE GROUP,04 2355200,AL QUOZ 2,Pasons Hypermarket Opp.Dewa Substation Al Asayel St. Al Qouz 2
M310,✔,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE MEDICAL CENTER,Advanced Care Medical Center(Main) Al Qouz 3,DUBAI,MEDICAL CENTER,ADVANCED CARE GROUP,04 3397664,AL QUOZ 4,102 Fakhruddin Building Behind Al Khail Mall Al Qouz Dubai.
M1209,✔,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE MEDICAL CENTRE L.L.C (BRANCH )- DIP 1,Advanced Care Medical Center (Br.) Dip 1,DUBAI,MEDICAL CENTER,ADVANCED CARE GROUP,04 3463099,DIP,First Floor Alico Al Madina Hypermarket DIP -1 Dubai
M141,✔,✔,✔,✔,✔,✔,✔,✔,CARE PLUS MEDICAL CENTER,Care Plus Medical Center - Jebel Ali (Br.Of Advanced Care Medical Center),DUBAI,MEDICAL CENTER,ADVANCED CARE GROUP,04 8829333,JEBAL ALI,AWQAF Building Near Mina Parco Jabel Ali Ind area-1
M1144,✔,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE MEDICAL CENTER LLC BRANCH,Advanced Care Medical Center - Jabel Ali,DUBAI,MEDICAL CENTER,ADVANCED CARE GROUP,04 3807807,JEBAL ALI,Mango Al Madina Hypermarket (Crown Mall) Near Sugar Camp Jebel Ali-1 Dubai.
M777,✔,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE MEDICAL CENTER LLC (BRANCH),Advanced Care Medical Center (Br.) Sonapur,DUBAI,MEDICAL CENTER,Advanced Care Group,04 2636800,SONAPUR,Mango Hypermarket – 4 Building Nr. Main Bus station Sonapur.
M312,✔,✔,✔,✔,✔,✔,✔,✔,FIRST GULF MEDICAL CENTER,First Gulf Medical Centre (Br. Of Advanced Care Medical Center),SHARJAH,MEDICAL CENTER,ADVANCED CARE GROUP,06 5347573,MUWELIAH,Al Reem Building II Maliha Road Muwaileh area Sharjah.
M1222,✔,✔,✔,✔,✔,✔,✔,✔,SUHA MEDICAL CENTER,Suha Medical Center,FUJAIRAH,MEDICAL CENTER,-,09 - 2233360,AL BIDIYA,"P.O. BOX: 9069 MAKANI NO: 34650 11816
Saleh Mofleh Ali Asyoud Shehhi (Bldg)
Sheikh Zayed Bin Sultan Al Nahyan Road Al Bidya Fujairah UAE."
M2146,✔,✔,✔,✔,✔,✔,✖,✖,ROYAL PHOENIX CLINIC L.L.C,Royal Phoenix Clinic Wasl Village,DUBAI,MEDICAL CENTER,-,04-2576155; 056-4884630,Al Quasis,"1st Floor, Wasl Village Retail, Center Wasl Village, Al Quasis Industrial area 5, Dubai UAE"
M2147,✔,✔,✔,✔,✔,✔,✔,✔,Kripa Medical Centre,Kripa Medical Centre,UAQ,MEDICAL CENTER,-,06-7660086,King Fasial Street,"106, Al Masa 4, King Fasial Street, Umm Al Quwain, UAE"
M2148,✔,✔,✔,✔,✔,✔,✖,✖,AL MUBARAK MEDICAL CENTER SPS - LLC,Al Mubarak Medical Center,AJMAN,MEDICAL CENTER,-,06-5248727; 971 50 725 9771,Al Jerf 1,"Al Jerf Industrial 1, Festival Land - Ajman Public Market, Northern Sector, Ajman, uae"
M1481,✔,✔,✔,✔,✔,✔,✖,✖,SHAHEEN MEDICAL CENTER,Shaheen Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-6411345/ 050-7615711,Al Falah Street,"Al Falah St - Al Danah - Zone 1 - Abu Dhabi,"
OTH472,✔,✔,✔,✔,✔,✔,✖,✖,UGARIT MEDICAL CENTER LLC,Ugarit Medical Center - Sharjah مركز أوغاريت الطبي - الشارقه,SHARJAH,MEDICAL CENTER,,06-5335055; 054-7157655,MAJAZ 1,SHARJAH -MAJAZ 1- CORNISH STREET
M2151,✔,✔,✔,✔,✔,✔,✖,✖,Crowns Poly Clinic L L C,Crowns Polyclinic Co Llc - Al Karama,DUBAI,MEDICAL CENTER,-,04 294 4786; 0521968389,AL KARAMA,"105, BLOCK 3, OFFICES LAND BUILDING,  AL KARAMA"
M2150,✔,✔,✔,✔,✔,✖,✖,✖,CANADIAN SPECIALIST HOSPITAL CLINICS L.L.C,Canadian Specialist Hospital Clinics,DUBAI,MEDICAL CENTER,CANADIAN SPECIALIST HOSPITAL,047072222,Al Rigga,"Al Ghurair Centre, 2nd Floor, Al Rigga Rd, Deira, Dubai, UAE"
M2158,✔,✔,✔,✔,✔,✖,✖,✖,DENTAMAX MEDICAL CENTER L.L.C,"Dentamax Medical Center, Dubai",DUBAI,MEDICAL CENTER,-,04-2636717; 054-5171799,AL QUSAIS 2,"Belresheed Bldg - Office 101 - 102 Al Nahda St - Al Qusais 2 - Dubai, UAE."
OTH713,✔,✔,✔,✔,✔,✖,✖,✖,VELCARE ORTHODONTIC & DENTAL CLINIC L.L.C,Legacy Care (Velcare Dental Clinic) - Al Warqa 1,DUBAI,MEDICAL CENTER,-,04-2858755,AL WARQA,"SHOP 1 & 2, MASHROOM BUILDING, AL WARQA'A FIRST, DUBAI, UAE"
M2137,✔,✔,✔,✔,✔,✔,✖,✖,HARMONICA MEDICAL CENTER L.L.C,Harmonica Medical Center,AJMAN,MEDICAL CENTER,-,06-5295921,Al Nakheel 2,"Sheik Humed Bin Rashed Street, Alowais tower"
M2163,✔,✔,✔,✔,✔,✔,✖,✖,WHITEY SMILE MEDICAL CENTER LLC OPC,Whitey Smile Orthodontics And Implants Dental Center - Ras Al-Khaimah,RAK,MEDICAL CENTER,-,07-258 7656; 052-797 8856,Al Qussaidat,"Fanoos building M-floor, Shiekh abdullah bin mohammed al qasimi street, Al Qussaidat, ras al Khaimah,UAE"
M2162,✔,✔,✔,✔,✔,✔,✖,✖,SMART MEDICAL CENTRE L.L.C,"Smart Medical Centre, Al Rawda3, Ajman",AJMAN,MEDICAL CENTER,-,065615900; 05630033,Al Rawda 3,"Al Rawda 3 – Ajman, UAE"
M1455,✔,✔,✔,✔,✔,✔,✖,✖,Ferdows Medical Center L.L.C,Ferdows Medical Center | Dental | Skin Care | Laser | Gp & Medical Lab Services Dubai,DUBAI,MEDICAL CENTER,-,04-3213330; 971507973064,Port Saeed - Deira,"Opposite Deira City Center, Deira, Port Saeed, Dubai"
M2109,✔,✔,✔,✔,✔,✔,✖,✖,SUHA MEDICAL CENTER LLC FUJAIRAH BRANCH 1,Suha Medical Center Branch 1-Al Hayl,FUJAIRAH,MEDICAL CENTER,SUHA GROUP,0097192292466,Al Hayl,"61, Ali Musabah Ali Muhanna Alkaabi, Mohammed Bin Zayed City, Al Hayl, Fujairah, UAE,"
M1490,✔,✔,✔,✔,✔,✔,✖,✖,M26 MEDICAL CENTER,M26 Medical Center,ABU DHABI,MEDICAL CENTER,-,02-8867789; 0502476349,Musaffah M-26,"Plot No: 94, Musaffah M-26 near Gujrat Restaurant Musaffah, ABU DHABI"
M2155,✔,✔,✔,✔,✔,✔,✖,✖,CARE AND CURE MEDICAL AND DENTAL CENTER LLC,Care And Cure Medical And Dental Center,RAK,MEDICAL CENTER,-,07-2260127; 050 5313743,Al Mamoruah,"Shop no 1-2, Jasim Mansoor Building, Al Mamoruah Street, Al Mamoruah, Ras Al  Khaimah"
M1766,✔,✔,✔,✔,✔,✔,✖,✖,VPM INTERNATIONAL HEALTH CARE - L.L.C,Ryan International Clinics,AJMAN,MEDICAL CENTER,-,067427427; +971559671788,Sheikh Khalifa Bin Zayed St,Emirates NBD Building- Gulfa Bridge - Sheikh Khalifa Bin Zayed St - Ajman
M2166,✔,✔,✔,✔,✔,✔,✖,✖,RASLAN MEDICAL CENTRE L.L.C.SP,Raslan Medical Centre,SHARJAH,MEDICAL CENTER,-,06-5445534; 05-8142880,Majaz- 2,"Arwani Tower, Jamal Abdul Naser  Street, Majaz- 2, Sharjah, UAE"
M745,✔,✔,✔,✔,✔,✔,✖,✖,AL ABRAH CLINIC,Al Abrah Clinic - Dental | Medical | Dermatology | Home Healthcare,DUBAI,MEDICAL CENTER,-,04-2263299,DEIRA,"Shaikha latifa Bldg, 1st Floor #101,Al Ras DEIRA DUABI, UAE"
M057,✔,✔,✔,✔,✔,✔,✔,✖,DR. KAMKAR MEDICAL & PHYSIOTHERAPY CENTRE,Dr. Kamkar Medical & Physiotherapy Center - Dubai,DUBAI,MEDICAL CENTER,-,04-2697171,ABU HAIL,"Abu Hail Rd, Hamdan Colony Intersection, Hamriyah, P.O. Box: 584"
M1579,✔,✔,✔,✔,✔,✔,✖,✖,AL SANABIL MEDICAL CENTER L.L.C,Al Sanabel Medical Center - مركز السنابل الطبي,SHARJAH,MEDICAL CENTER,-,06 532 7881; 0567596699,Buhaira corniche,"Corniche Street, Sharjah In Golden  Tower Building, 6th Floor, Sharjah, UAE"
